sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
item_placement_9901__A:rules__s1.json.gz,item_placement_9901.mps.gz,A:rules,1,True,0.0,1.7763568394002505e-15,2.220446049250313e-16,21.705875049000035,21.705875049000035,0.0,0
item_placement_9902__A:bandit__s0.json.gz,item_placement_9902.mps.gz,A:bandit,0,True,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,31.024327683799946,31.024327683799946,0.0,0
item_placement_9902__A:bandit__s1.json.gz,item_placement_9902.mps.gz,A:bandit,1,True,4.493272876384365e-16,4.493272876384365e-16,1.1102230246251565e-16,27.863844933799964,27.863844933799967,1.2750263602317554e-16,0
item_placement_9902__A:default__s0.json.gz,item_placement_9902.mps.gz,A:default,0,True,0.0,0.0,2.220446049250313e-16,27.57450793480002,27.57450793480002,0.0,0
item_placement_9902__A:default__s1.json.gz,item_placement_9902.mps.gz,A:default,1,True,0.0,0.0,2.220446049250313e-16,29.988487354800064,29.988487354800068,1.1846925244236572e-16,0
item_placement_9902__A:rules__s0.json.gz,item_placement_9902.mps.gz,A:rules,0,True,0.0,4.440892098500626e-16,1.1102230246251565e-16,31.07339264950008,31.07339264950008,0.0,0
item_placement_9902__A:rules__s1.json.gz,item_placement_9902.mps.gz,A:rules,1,True,0.0,0.0,2.220446049250313e-16,29.07036886680001,29.07036886680001,0.0,0
item_placement_9903__A:bandit__s0.json.gz,item_placement_9903.mps.gz,A:bandit,0,True,1.0426274047222065e-16,1.0426274047222065e-16,2.220446049250313e-16,16.95705688099997,16.95705688099997,0.0,0
item_placement_9903__A:bandit__s1.json.gz,item_placement_9903.mps.gz,A:bandit,1,True,0.0,0.0,2.220446049250313e-16,16.11798631100004,16.11798631100004,0.0,0
item_placement_9903__A:default__s0.json.gz,item_placement_9903.mps.gz,A:default,0,True,0.0,5.551115123125783e-16,1.1102230246251565e-16,20.662949606000012,20.662949606000012,0.0,0
item_placement_9903__A:default__s1.json.gz,item_placement_9903.mps.gz,A:default,1,True,0.0,0.0,2.220446049250313e-16,26.60061118500002,26.60061118500002,0.0,0
item_placement_9903__A:rules__s0.json.gz,item_placement_9903.mps.gz,A:rules,0,True,0.0,3.635903142705605e-16,2.220446049250313e-16,25.48619278100001,25.486192781000007,1.3939758320627057e-16,0
item_placement_9903__A:rules__s1.json.gz,item_placement_9903.mps.gz,A:rules,1,True,2.220446049250313e-16,3.442480851946698e-16,2.220446049250313e-16,20.825411319000057,20.825411319000054,1.7059512652022314e-16,0
item_placement_9904__A:bandit__s0.json.gz,item_placement_9904.mps.gz,A:bandit,0,True,0.0,0.0,1.1102230246251565e-16,23.511178968812793,23.511178968812793,0.0,0
item_placement_9904__A:bandit__s1.json.gz,item_placement_9904.mps.gz,A:bandit,1,True,0.0,0.0,4.3333333740736e-08,19.40407801299997,19.404078012999975,1.830910840711072e-16,0
item_placement_9904__A:default__s0.json.gz,item_placement_9904.mps.gz,A:default,0,True,3.469446951953614e-18,0.0,5.551115123125783e-16,26.730475168999984,26.730475168999984,0.0,0
item_placement_9904__A:default__s1.json.gz,item_placement_9904.mps.gz,A:default,1,True,0.0,0.0,4.440892098500626e-16,23.368183523000056,23.368183523000056,0.0,0
item_placement_9904__A:rules__s0.json.gz,item_placement_9904.mps.gz,A:rules,0,True,0.0,5.551115123125783e-16,3.3306690738754696e-16,25.12511893900006,25.12511893900006,0.0,0
item_placement_9904__A:rules__s1.json.gz,item_placement_9904.mps.gz,A:rules,1,True,6.661338147750939e-16,6.661338147750939e-16,6.661338147750939e-16,19.083759592999982,19.083759592999982,0.0,0
item_placement_9905__A:bandit__s0.json.gz,item_placement_9905.mps.gz,A:bandit,0,True,0.0,2.220446049250313e-15,3.3306690738754696e-16,19.311706039000008,19.311706039000008,0.0,0
item_placement_9905__A:bandit__s1.json.gz,item_placement_9905.mps.gz,A:bandit,1,True,0.0,0.0,2.220446049250313e-16,15.885219698999975,15.885219698999975,0.0,0
item_placement_9905__A:default__s0.json.gz,item_placement_9905.mps.gz,A:default,0,True,0.0,2.220446049250313e-15,3.3306690738754696e-16,19.311706039000008,19.311706039000008,0.0,0
item_placement_9905__A:default__s1.json.gz,item_placement_9905.mps.gz,A:default,1,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,26.92060743300001,26.92060743300001,0.0,0
item_placement_9905__A:rules__s0.json.gz,item_placement_9905.mps.gz,A:rules,0,True,0.0,0.0,2.220446049250313e-16,17.80240648600005,17.80240648600005,0.0,0
item_placement_9905__A:rules__s1.json.gz,item_placement_9905.mps.gz,A:rules,1,True,0.0,0.0,2.220446049250313e-16,25.391252496000014,25.391252496000014,0.0,0
item_placement_9906__A:bandit__s0.json.gz,item_placement_9906.mps.gz,A:bandit,0,True,9.999999915771829e-07,0.0,1.1102230246251565e-16,18.85742547000002,18.85742547000002,0.0,0
item_placement_9906__A:bandit__s1.json.gz,item_placement_9906.mps.gz,A:bandit,1,True,0.0,1.5979643875135736e-16,1.1102230246251565e-16,20.234719119999973,20.234719119999973,0.0,0
item_placement_9906__A:default__s0.json.gz,item_placement_9906.mps.gz,A:default,0,True,3.731114688985531e-15,6.5503158452884236e-15,2.220446049250313e-16,23.235503511999987,23.23550351199999,1.529002234432191e-16,0
item_placement_9906__A:default__s1.json.gz,item_placement_9906.mps.gz,A:default,1,True,0.0,0.0,4.440892098500626e-16,23.755696009999863,23.755696009999863,0.0,0
item_placement_9906__A:rules__s0.json.gz,item_placement_9906.mps.gz,A:rules,0,True,0.0,4.440892098500626e-15,2.220446049250313e-16,22.494178469999913,22.494178469999913,0.0,0
item_placement_9906__A:rules__s1.json.gz,item_placement_9906.mps.gz,A:rules,1,True,0.0,0.0,4.440892098500626e-16,23.755696009999863,23.755696009999863,0.0,0
item_placement_9907__A:bandit__s0.json.gz,item_placement_9907.mps.gz,A:bandit,0,True,0.0,0.0,3.333333890159773e-09,14.90636094899983,14.90636094899983,0.0,0
item_placement_9907__A:bandit__s1.json.gz,item_placement_9907.mps.gz,A:bandit,1,True,0.0,8.881784197001252e-16,1.1102230246251565e-16,17.24073873900002,17.24073873900002,0.0,0
item_placement_9907__A:default__s0.json.gz,item_placement_9907.mps.gz,A:default,0,True,4.53572874365598e-16,4.53572874365598e-16,4.440892098500626e-16,19.96585665900005,19.96585665900005,0.0,0
item_placement_9907__A:default__s1.json.gz,item_placement_9907.mps.gz,A:default,1,True,0.0,0.0,2.220446049250313e-16,20.791098623000018,20.791098623000014,1.708766690602071e-16,0
item_placement_9907__A:rules__s0.json.gz,item_placement_9907.mps.gz,A:rules,0,True,0.0,0.0,2.220446049250313e-16,19.558412840774587,19.558412840774587,0.0,0
item_placement_9907__A:rules__s1.json.gz,item_placement_9907.mps.gz,A:rules,1,True,0.0,0.0,6.661338147750939e-16,19.753122088999977,19.753122088999977,0.0,0
item_placement_9908__A:bandit__s0.json.gz,item_placement_9908.mps.gz,A:bandit,0,True,6.8833827526759706e-15,6.8833827526759706e-15,3.3306690738754696e-16,22.365178073999985,22.365178073999985,0.0,0
item_placement_9908__A:bandit__s1.json.gz,item_placement_9908.mps.gz,A:bandit,1,True,0.0,0.0,2.220446049250313e-16,21.760474303999988,21.760474303999988,0.0,0
item_placement_9908__A:default__s0.json.gz,item_placement_9908.mps.gz,A:default,0,True,0.0,0.0,1.1102230246251565e-16,34.38814761900005,34.38814761900005,0.0,0
item_placement_9908__A:default__s1.json.gz,item_placement_9908.mps.gz,A:default,1,True,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,24.981991368000035,24.98199136800003,1.4221098816610946e-16,0
item_placement_9908__A:rules__s0.json.gz,item_placement_9908.mps.gz,A:rules,0,True,0.0,1.4991830750914947e-14,5.551115123125783e-16,32.983568250999745,32.983568250999745,0.0,0
item_placement_9908__A:rules__s1.json.gz,item_placement_9908.mps.gz,A:rules,1,True,0.0,0.0,2.220446049250313e-16,22.83815774400006,22.83815774400006,0.0,0
item_placement_9909__A:bandit__s0.json.gz,item_placement_9909.mps.gz,A:bandit,0,True,0.0,0.0,1.1102230246251565e-16,18.509044178000092,18.509044178000092,0.0,0
item_placement_9909__A:bandit__s1.json.gz,item_placement_9909.mps.gz,A:bandit,1,True,0.0,0.0,2.220446049250313e-16,21.334461905000026,21.334461905000026,0.0,0
item_placement_9909__A:default__s0.json.gz,item_placement_9909.mps.gz,A:default,0,True,0.0,0.0,2.220446049250313e-16,20.600619788000063,20.600619788000063,0.0,0
item_placement_9909__A:default__s1.json.gz,item_placement_9909.mps.gz,A:default,1,True,0.0,2.220446049250313e-16,2.220446049250313e-16,25.836535115732932,25.83653511573293,1.3750735781273966e-16,0
item_placement_9909__A:rules__s0.json.gz,item_placement_9909.mps.gz,A:rules,0,True,0.0,0.0,2.220446049250313e-16,20.600619788000063,20.600619788000063,0.0,0
item_placement_9909__A:rules__s1.json.gz,item_placement_9909.mps.gz,A:rules,1,True,0.0,0.0,2.220446049250313e-16,31.449666303000107,31.449666303000107,0.0,0
load_balancing_9900__A:bandit__s0.json.gz,load_balancing_9900.mps.gz,A:bandit,0,True,1.9676568067202777e-14,5.773159728050814e-15,3.375077994860476e-14,668.0,668.0,0.0,0
load_balancing_9900__A:bandit__s1.json.gz,load_balancing_9900.mps.gz,A:bandit,1,True,2.7755575615628914e-16,5.551115123125783e-16,7.599476603559197e-14,670.0,670.0,0.0,0
load_balancing_9900__A:default__s0.json.gz,load_balancing_9900.mps.gz,A:default,0,True,1.9676568067202777e-14,5.773159728050814e-15,3.375077994860476e-14,668.0,668.0,0.0,0
load_balancing_9900__A:default__s1.json.gz,load_balancing_9900.mps.gz,A:default,1,True,3.885780586188048e-16,3.219646771412954e-15,8.05315228354656e-14,668.0,668.0,0.0,0
load_balancing_9900__A:rules__s0.json.gz,load_balancing_9900.mps.gz,A:rules,0,True,1.9676568067202777e-14,5.773159728050814e-15,3.375077994860476e-14,668.0,668.0,0.0,0
