sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
load_balancing_9917__A:heu_cb__s0.json.gz,load_balancing_9917.mps.gz,A:heu_cb,0,True,3.375077994860476e-14,0.0,2.1068660563999227e-12,762.0,762.0,0.0,0
load_balancing_9917__C:HEU__s0.json.gz,load_balancing_9917.mps.gz,C:HEU,0,True,3.375077994860476e-14,0.0,2.1068660563999227e-12,762.0,762.0,0.0,0
load_balancing_9918__A:heu_10__s0.json.gz,load_balancing_9918.mps.gz,A:heu_10,0,True,8.473991994738605e-14,2.589040093425865e-13,2.153277556260491e-13,682.9999999999998,682.9999999999998,0.0,0
load_balancing_9918__A:heu_cb__s0.json.gz,load_balancing_9918.mps.gz,A:heu_cb,0,True,8.473991994738605e-14,2.589040093425865e-13,2.153277556260491e-13,682.9999999999998,682.9999999999998,0.0,0
load_balancing_9918__C:HEU__s0.json.gz,load_balancing_9918.mps.gz,C:HEU,0,True,8.473991994738605e-14,2.589040093425865e-13,2.153277556260491e-13,682.9999999999998,682.9999999999998,0.0,0
load_balancing_9919__A:heu_10__s0.json.gz,load_balancing_9919.mps.gz,A:heu_10,0,True,8.815170815523743e-14,8.815170815523743e-14,4.241051954068098e-14,764.0000000000001,764.0000000000001,0.0,0
load_balancing_9919__A:heu_cb__s0.json.gz,load_balancing_9919.mps.gz,A:heu_cb,0,True,3.774758283725532e-15,3.774758283725532e-15,7.522069063851389e-13,764.0,764.0,0.0,0
load_balancing_9919__C:HEU__s0.json.gz,load_balancing_9919.mps.gz,C:HEU,0,True,3.774758283725532e-15,3.774758283725532e-15,7.522069063851389e-13,764.0,764.0,0.0,0
load_balancing_9920__A:heu_10__s0.json.gz,load_balancing_9920.mps.gz,A:heu_10,0,True,4.996003610813204e-16,3.3306690738754696e-15,1.066180446582109e-13,630.0,630.0,0.0,0
load_balancing_9920__A:heu_cb__s0.json.gz,load_balancing_9920.mps.gz,A:heu_cb,0,True,4.996003610813204e-16,3.3306690738754696e-15,1.066180446582109e-13,630.0,630.0,0.0,0
load_balancing_9920__C:HEU__s0.json.gz,load_balancing_9920.mps.gz,C:HEU,0,True,4.996003610813204e-16,3.3306690738754696e-15,1.066180446582109e-13,630.0,630.0,0.0,0
load_balancing_9921__A:heu_10__s0.json.gz,load_balancing_9921.mps.gz,A:heu_10,0,True,7.216449660063518e-16,2.55351295663786e-15,1.3674293098274857e-13,706.0,706.0,0.0,0
load_balancing_9921__A:heu_cb__s0.json.gz,load_balancing_9921.mps.gz,A:heu_cb,0,True,7.216449660063518e-16,2.55351295663786e-15,1.3674293098274857e-13,706.0,706.0,0.0,0
load_balancing_9921__C:HEU__s0.json.gz,load_balancing_9921.mps.gz,C:HEU,0,True,7.216449660063518e-16,2.55351295663786e-15,1.3674293098274857e-13,706.0,706.0,0.0,0
load_balancing_9922__A:heu_10__s0.json.gz,load_balancing_9922.mps.gz,A:heu_10,0,True,7.771561172376096e-16,0.0,2.748076793626625e-14,744.0,744.0,0.0,0
load_balancing_9922__A:heu_cb__s0.json.gz,load_balancing_9922.mps.gz,A:heu_cb,0,True,7.771561172376096e-16,0.0,2.748076793626625e-14,744.0,744.0,0.0,0
load_balancing_9922__C:HEU__s0.json.gz,load_balancing_9922.mps.gz,C:HEU,0,True,7.771561172376096e-16,0.0,2.748076793626625e-14,744.0,744.0,0.0,0
load_balancing_9923__A:heu_10__s0.json.gz,load_balancing_9923.mps.gz,A:heu_10,0,True,1.7763568394002505e-15,0.0,3.214095656289828e-14,729.0,729.0,0.0,0
load_balancing_9923__A:heu_cb__s0.json.gz,load_balancing_9923.mps.gz,A:heu_cb,0,True,1.7763568394002505e-15,0.0,3.214095656289828e-14,729.0,729.0,0.0,0
load_balancing_9923__C:HEU__s0.json.gz,load_balancing_9923.mps.gz,C:HEU,0,True,1.7763568394002505e-15,0.0,3.214095656289828e-14,729.0,729.0,0.0,0
load_balancing_9924__A:heu_10__s0.json.gz,load_balancing_9924.mps.gz,A:heu_10,0,True,1.7763568394002505e-15,0.0,3.5495269291727066e-13,723.0,723.0,0.0,0
load_balancing_9924__A:heu_cb__s0.json.gz,load_balancing_9924.mps.gz,A:heu_cb,0,True,1.7763568394002505e-15,0.0,3.5495269291727066e-13,723.0,723.0,0.0,0
load_balancing_9924__C:HEU__s0.json.gz,load_balancing_9924.mps.gz,C:HEU,0,True,1.7763568394002505e-15,0.0,3.5495269291727066e-13,723.0,723.0,0.0,0
